lfdn,external_lfdn,tester,dispcode,lastpage,quality,duration,c_0001,c_0002,c_0003,c_0004,c_0005,c_0006,c_0007,p_0001,v_19,v_258,v_42,v_21,v_22,v_23,v_24,v_25,v_28,v_30,v_31,v_32,v_33,v_34,v_35,v_37,v_38,v_39,v_36,v_200,v_201,v_202,v_203,v_204,v_205,v_153,v_154,v_155,v_156,v_157,v_158,v_181,v_182,v_183,v_184,v_185,v_186,v_187,v_188,v_189,v_190,v_191,v_192,v_193,v_194,v_195,v_196,v_197,v_198,v_177,v_180,v_178,v_179,v_11,v_12,v_13,v_14,v_15,v_16,v_86,v_87,v_88,v_17,v_248,v_199,v_250,v_246,v_231,v_232,v_233,v_206,v_207,v_208,v_209,v_210,v_211,v_213,v_214,v_215,v_216,v_217,v_220,v_221,v_222,v_223,v_259,v_260,v_261,v_262,v_263,v_264,v_265,browser,referer,device_type,participant_browser,participant_browser_version,participant_os,participant_device,participant_brand,participant_model,participant_isbot,participant_continent,participant_country,participant_region,participant_city,participant_latitude,participant_longitude,quota,quota_assignment,quota_rejected_id,page_history,hflip,vflip,output_mode,javascript,flash,session_id,language,cleaned,ats,datetime,date_of_last_access,date_of_first_mail,rts5873422,rts5873424,rts5873425,rts5873427,rts5873428,rts5873429,rts5873430,rts5873431,rts5873432,rts5873433,rts5873435,rts5873436,rts5873437,rts5873438,rts5873439,rts5873441,rts5873442,rts5873444,rts5873445,rts5873447,rts5873449,rts5873452,rts5873453,rts5873454,rts5873456,rts5873457,rts5873458
3926,0,0,31,5873462,-77,850,-66,-66,"Elif Ceylan ist 64 Jahre alt. Sie arbeitet derzeit Vollzeit als Kassiererin im lokalen Supermarkt. Elif fand vor drei Wochen heraus, dass sie sich mit COVID-19 infiziert hat. Elif ließ sich in der letzten Woche zweimal auf COVID-19 testen. Beide Tests fielen negativ aus.","Elif Ceylan ist 64 Jahre alt. Sie arbeitet derzeit Vollzeit als Verwaltungsangestellte in einer großen Firma. Durch die aktuelle Lage arbeitet sie zurzeit im Home Office. Elif fand vor drei Wochen heraus, dass sie sich mit COVID-19 infiziert hat. Elif ließ sich in der letzten Woche zweimal auf COVID-19 testen. Beide Tests fielen negativ aus.","Omar Ceylan ist 64 Jahre alt. Er arbeitet derzeit Vollzeit als Kassierer im lokalen Supermarkt. Omar fand gestern heraus, dass er mit COVID-19 infiziert ist.",Maximilian Müller ist 22 Jahre alt. Er arbeitet derzeit Vollzeit als Kassierer im lokalen Supermarkt.,"Einer repräsentativen Statistik können Sie entnehmen, dass sich die Mehrheit der Bevölkerung für Programm A entschieden hat. Welches Programm würden Sie wählen?",296158ea336c0f913b6f71a0d7eeac4c,1,65,9,3,-99,1,0,0,0,0,0,0,0,-99,0,1,0,0,2,0,1,0,0,0,0,3,3,4,4,4,4,3,3,4,4,4,4,3,4,4,4,4,4,2,2,3,3,3,3,3,4,4,4,0,1,1,1,1,1,0,1,0,4,1,3,4,6,3,-77,-77,3,1,0,0,1,0,0,0,1,0,0,3,1,1,0,2,3,3,3,2,2,2,"Mozilla/5.0 (Linux; Android 7.0; SAMSUNG SM-G920F) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/14.0 Chrome/87.0.4280.141 Mobile Safari/537.36",https://mingle.respondi.com/s/1464774/ospe.php?SES=74262f26489414e6c17fd9c89061bcb5,0,129,14,2,1,145,817,0,0,0,-99,-99,-66,-66,2,"2,5,7,11",0,"5873422,5873424,5873492,5873495,5873425,5875766,5873498,5873427,5873428,5873500,5873429,5873430,5873431,5873432,5873433,5873435,5873436,5873437,5873438,5873439,5873440,5873441,5873442,5873443,5873444,5873445,5873446,5873452,5873453,5873454,5873455,5873456,5873457,5873458,5873462",1,0,0,-77,-77,0d21f13a7a96f8fe249dc59c0e8030b5,1,0,1620299155,5/6/2021 11:05,5/6/2021 11:20,0000-00-00 00:00:00,6,32,54,64,73,81,132,194,227,290,309,341,356,361,377,384,393,448,524,0,0,595,703,716,722,750,850
3927,0,0,31,5873462,-77,584,-66,-66,"Elif Ceylan ist 22 Jahre alt. Sie arbeitet derzeit Vollzeit als Verwaltungsangestellte in einer großen Firma. Durch die aktuelle Lage arbeitet sie zurzeit im Home Office. Elif fand vor drei Wochen heraus, dass sie sich mit COVID-19 infiziert hat. Elif ließ sich in der letzten Woche zweimal auf COVID-19 testen. Beide Tests fielen negativ aus.","Maximilian Müller ist 43 Jahre alt. Er arbeitet derzeit Vollzeit als Verwaltungsangestellter in einer großen Firma. Durch die aktuelle Lage arbeitet er zurzeit im Home Office. Maximilian fand gestern heraus, dass er mit COVID-19 infiziert ist.","Li-Lei Yang ist 64 Jahre alt. Er arbeitet derzeit Vollzeit als Krankenpfleger im städtischen Krankenhaus. Li-Lei fand gestern heraus, dass er mit COVID-19 infiziert ist.",Maximilian Müller ist 22 Jahre alt. Er arbeitet derzeit Vollzeit als Kassierer im lokalen Supermarkt.,"Als Sie mit Ihren Freunden und Ihrer Familie über Ihren bevorstehenden Autokauf sprechen, erfahren Sie, dass die meisten von ihnen sich für Programm B entschieden haben. Welches Programm würden Sie wählen?",d96bd258eaa9a49c264b31c6adc1ac80,2,45,10,5,-99,0,0,0,0,1,0,0,0,-99,0,1,0,0,2,0,1,0,0,0,0,3,2,2,1,2,3,3,2,4,3,4,3,3,2,4,3,4,4,2,2,2,2,3,3,1,2,2,1,0,1,0,0,1,0,0,1,0,4,2,1,-77,7,3,-77,-77,2,1,0,1,0,0,0,1,1,0,0,3,1,7,2,5,5,5,5,5,5,5,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.93 Safari/537.36",https://mingle.respondi.com/,0,19,90.0.4430.93,58,0,-99,-99,0,0,0,-99,-99,-66,-66,1,"1,4,9,11",0,"5873422,5873424,5873492,5873495,5873425,5875766,5873498,5873427,5873428,5873500,5873429,5873430,5873431,5873432,5873433,5873435,5873436,5873437,5873438,5873439,5873440,5873442,5873443,5873444,5873445,5873446,5873452,5873453,5873454,5873455,5873456,5873457,5873458,5873462",0,0,0,-77,-77,3008ea8754ac9327926cc74bc15130d5,1,0,1620299205,5/6/2021 11:06,5/6/2021 11:16,0000-00-00 00:00:00,7,18,30,35,40,42,110,144,167,191,201,229,238,241,244,0,248,263,497,0,0,523,548,555,558,565,584
3928,0,0,31,5873462,-77,767,-66,-66,"Elif Ceylan ist 43 Jahre alt. Sie arbeitet derzeit Vollzeit als Krankenpflegerin im städtischen Krankenhaus. Elif fand vor drei Wochen heraus, dass sie sich mit COVID-19 infiziert hat. Elif ließ sich in der letzten Woche zweimal auf COVID-19 testen. Beide Tests fielen negativ aus.",Li-Ming Yang ist 43 Jahre alt. Sie arbeitet derzeit Vollzeit als Kassiererin im lokalen Supermarkt.,"Li-Ming Yang ist 43 Jahre alt. Sie arbeitet derzeit Vollzeit als Verwaltungsangestellte in einer großen Firma. Durch die aktuelle Lage arbeitet sie zurzeit im Home Office. Li-Ming fand vor drei Wochen heraus, dass sie sich mit COVID-19 infiziert hat. Li-Ming ließ sich in der letzten Woche zweimal auf COVID-19 testen. Beide Tests fielen negativ aus.","Omar Ceylan ist 64 Jahre alt. Er arbeitet derzeit Vollzeit als Kassierer im lokalen Supermarkt. Omar fand vor drei Wochen heraus, dass er sich mit COVID-19 infiziert hat. Omar ließ sich in der letzten Woche zweimal auf COVID-19 testen. Beide Tests fielen negativ aus..","Als Sie mit Ihren Freunden und Ihrer Familie über Ihren bevorstehenden Autokauf sprechen, erfahren Sie, dass die meisten von ihnen sich für Programm C entschieden haben. Welches Programm würden Sie wählen?",7b217f0975ec6e38cb1590d866970b46,1,42,2,6,-99,0,0,0,0,0,1,0,0,-99,0,1,0,0,2,0,1,0,0,0,0,3,1,4,4,4,4,1,1,4,3,2,2,1,1,1,1,1,1,1,1,3,2,2,2,1,4,3,4,0,1,1,1,1,1,1,1,0,4,2,3,3,6,3,-77,-77,1,1,1,0,0,0,0,0,1,0,0,3,1,7,1,5,5,5,5,4,3,4,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36 OPR/75.0.3969.149",https://mingle..respondi.com/,0,77,75.0.3969.149,30,0,6,-99,0,0,0,-99,-99,-66,-66,2,"2,4,9,11",0,"5873422,5873424,5873492,5873495,5873425,5875766,5873498,5873427,5873428,5873500,5873429,5873430,5873431,5873432,5873433,5873435,5873436,5873437,5873438,5873439,5873440,5873441,5873442,5873443,5873444,5873445,5873446,5873452,5873453,5873454,5873455,5873456,5873457,5873458,5873462",0,0,0,-77,-77,959ba1429ae114f940a91d2064672332,1,0,1620299299,5/6/2021 11:08,5/6/2021 11:21,0000-00-00 00:00:00,27,45,67,77,85,92,189,225,258,299,319,359,370,374,388,395,406,488,599,0,0,660,707,716,720,728,767
3929,0,0,31,5873462,-77,485,-66,-66,"Elif Ceylan ist 43 Jahre alt. Sie arbeitet derzeit Vollzeit als Verwaltungsangestellte in einer großen Firma. Durch die aktuelle Lage arbeitet sie zurzeit im Home Office. Elif fand gestern heraus, dass sie mit COVID-19 infiziert ist.","Nina Müller ist 64 Jahre alt. Sie arbeitet derzeit Vollzeit als Krankenpflegerin im städtischen Krankenhaus. Nina fand gestern heraus, dass sie mit COVID-19 infiziert ist.","Li-Lei Yang ist 64 Jahre alt. Er arbeitet derzeit Vollzeit als Verwaltungsangestellter in einer großen Firma. Durch die aktuelle Lage arbeitet er zurzeit im Home Office. Li-Lei fand vor drei Wochen heraus, dass er sich mit COVID-19 infiziert hat. Li-Lei ließ sich in der letzten Woche zweimal auf COVID-19 testen. Beide Tests fielen negativ aus.","Li-Lei Yang ist 43 Jahre alt. Er arbeitet derzeit Vollzeit als Krankenpfleger im städtischen Krankenhaus. Li-Lei fand gestern heraus, dass er mit COVID-19 infiziert ist..","Als Sie mit Ihren Freunden und Ihrer Familie über Ihren bevorstehenden Autokauf sprechen, erfahren Sie, dass die meisten von ihnen sich für Programm A entschieden haben. Welches Programm würden Sie wählen?",4da83d028531f5c2daa105bf8ef060a9,1,69,10,4,-99,0,0,1,1,0,0,0,0,-99,0,1,0,0,2,1,1,0,0,0,0,2,2,3,2,3,3,2,2,3,2,3,4,0,1,1,1,1,1,1,2,2,2,2,3,4,3,0,3,0,1,0,1,1,1,1,1,0,4,2,1,-77,6,3,-77,-77,1,1,1,0,0,0,0,0,1,0,0,3,2,-77,5,3,3,4,4,3,3,3,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:88.0) Gecko/20100101 Firefox/88..0,https://mingle.respondi.com/,0,36,88,58,0,-99,-99,0,0,0,-99,-99,-66,-66,2,"2,5,8,11",0,"5873422,5873424,5873492,5873495,5873425,5875766,5873498,5873427,5873428,5873500,5873429,5873430,5873431,5873432,5873433,5873435,5873436,5873437,5873438,5873439,5873440,5873442,5873443,5873444,5873445,5873446,5873452,5873453,5873454,5873455,5873457,5873458,5873462",1,0,0,-77,-77,be4d9e387e28d50883e482a13eba19d4,1,0,1620299348,5/6/2021 11:09,5/6/2021 11:17,0000-00-00 00:00:00,8,40,63,71,81,85,139,179,216,246,270,299,310,315,323,0,328,344,369,0,0,389,421,431,0,440,485
3930,0,0,31,5873462,-77,1488,-66,-66,Maximilian Müller ist 64 Jahre alt. Er arbeitet derzeit Vollzeit als Krankenpfleger im städtischen Krankenhaus.,Omar Ceylan ist 22 Jahre alt. Er arbeitet derzeit Vollzeit als Kassierer im lokalen Supermarkt.,Omar Ceylan ist 22 Jahre alt. Er arbeitet derzeit Vollzeit als Krankenpfleger im städtischen Krankenhaus.,"Omar Ceylan ist 43 Jahre alt. Er arbeitet derzeit Vollzeit als Verwaltungsangestellter in einer großen Firma. Durch die aktuelle Lage arbeitet er zurzeit im Home Office. Omar fand vor drei Wochen heraus, dass er sich mit COVID-19 infiziert hat. Omar ließ sich in der letzten Woche zweimal auf COVID-19 testen. Beide Tests fielen negativ aus.","Als Sie mit Ihren Freunden und Ihrer Familie über Ihren bevorstehenden Autokauf sprechen, erfahren Sie, dass die meisten von ihnen sich für Programm B entschieden haben. Welches Programm würden Sie wählen?",9deba0e74a8e26a8f3812acfaf927b91,2,77,11,3,-99,0,0,1,0,0,0,0,0,-99,0,1,0,0,2,1,1,0,0,0,0,1,3,3,1,3,3,1,3,3,1,3,3,1,2,3,1,3,3,1,3,3,2,3,3,3,4,4,2,0,1,1,1,1,1,1,1,0,4,2,1,-77,8,3,-77,-77,3,1,0,0,1,0,0,0,1,0,0,3,1,1,3,5,3,2,2,4,4,1,"Mozilla/5.0 (Linux; Android 7.1.1; Lenovo TB-X704F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.91 Safari/537.36",https://mingle.respondi.com/,0,19,90.0.4430.91,2,1,95,-99,0,0,0,-99,-99,-66,-66,1,"1,5,7,11",0,"5873422,5873424,5873492,5873495,5873425,5875766,5873498,5873427,5873428,5873500,5873429,5873430,5873431,5873432,5873433,5873435,5873436,5873437,5873438,5873439,5873440,5873442,5873443,5873444,5873445,5873446,5873452,5873446,5873452,5873453,5873454,5873455,5873456,5873457,5873458,5873462",1,1,0,-77,-77,be59bf7caebce62f0ca6f7faf9901868,1,0,1620299441,5/6/2021 11:10,5/6/2021 11:35,0000-00-00 00:00:00,38,117,158,423,448,455,527,575,646,702,736,807,822,829,844,0,858,917,1142,0,0,1265,1366,1381,1388,1420,1488
3931,0,0,31,5873462,-77,178,-66,-66,"Li-Lei Yang ist 64 Jahre alt. Er arbeitet derzeit Vollzeit als Krankenpfleger im städtischen Krankenhaus. Li-Lei fand gestern heraus, dass er mit COVID-19 infiziert ist.","Nina Müller ist 43 Jahre alt. Sie arbeitet derzeit Vollzeit als Verwaltungsangestellte in einer großen Firma. Durch die aktuelle Lage arbeitet sie zurzeit im Home Office. Nina fand gestern heraus, dass sie mit COVID-19 infiziert ist.","Nina Müller ist 22 Jahre alt. Sie arbeitet derzeit Vollzeit als Verwaltungsangestellte in einer großen Firma. Durch die aktuelle Lage arbeitet sie zurzeit im Home Office. Nina fand gestern heraus, dass sie mit COVID-19 infiziert ist.","Li-Ming Yang ist 22 Jahre alt. Sie arbeitet derzeit Vollzeit als Kassiererin im lokalen Supermarkt. Li-Ming fand vor drei Wochen heraus, dass sie sich mit COVID-19 infiziert hat. Li-Ming ließ sich in der letzten Woche zweimal auf COVID-19 testen. Beide Tests fielen negativ aus.",-66,9194f7d856a3c39eb2370aafe7a12622,1,53,13,3,-99,0,0,0,1,0,0,0,0,-99,0,1,0,0,2,0,0,0,0,0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,1,1,1,1,1,1,1,0,4,2,3,4,6,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.93 Safari/537.36 Edg/90.0.818.51",https://mingle.respondi.com/,0,127,90.0.818.51,58,0,-99,-99,0,0,0,-99,-99,-66,-66,2,"2,4,7,10,12",0,"5,873,422,587,342,450,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",0,1,0,-77,-77,4ed1b87cb514775c247f32d323ef1e08,1,0,1620299441,5/6/2021 11:10,5/6/2021 11:13,0000-00-00 00:00:00,12,28,38,45,49,52,73,84,102,112,122,145,156,166,171,176,178,0,0,0,0,0,0,0,0,0,0
3934,0,0,31,5873462,-77,129,-66,-66,"Elif Ceylan ist 43 Jahre alt. Sie arbeitet derzeit Vollzeit als Verwaltungsangestellte in einer großen Firma. Durch die aktuelle Lage arbeitet sie zurzeit im Home Office. Elif fand vor drei Wochen heraus, dass sie sich mit COVID-19 infiziert hat. Elif ließ sich in der letzten Woche zweimal auf COVID-19 testen. Beide Tests fielen negativ aus.",Li-Ming Yang ist 22 Jahre alt. Sie arbeitet derzeit Vollzeit als Verwaltungsangestellte in einer großen Firma. Durch die aktuelle Lage arbeitet sie zurzeit im Home Office. ,Maximilian Müller ist 64 Jahre alt. Er arbeitet derzeit Vollzeit als Krankenpfleger im städtischen Krankenhaus..,Li-Lei Yang ist 43 Jahre alt. Er arbeitet derzeit Vollzeit als Verwaltungsangestellter in einer großen Firma. Durch die aktuelle Lage arbeitet er zurzeit im Home Office. ,-66,c4dfe2459bdf4d78c28aa46ef0325297,1,40,7,4,-99,1,0,0,0,0,0,0,0,-99,0,1,0,0,2,0,0,0,0,0,1,3,3,4,2,4,4,2,4,3,2,4,2,3,2,4,3,4,3,3,4,3,3,4,3,2,3,3,3,0,0,0,0,0,0,0,0,1,3,2,1,-77,6,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,"Mozilla/5.0 (Linux; Android 9; ZTE Blade A3 2020) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.91 Mobile Safari/537.36",https://mingle.respondi.com/,0,22,90.0.4430.91,2,1,200,1555,0,0,0,-99,-99,-66,-66,2,"2,4,8,11,12",0,"587,342,258,734,245,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",0,0,0,-77,-77,7de16f306a95b1c71072e024866244f0,1,0,1620299500,5/6/2021 11:11,5/6/2021 11:13,0000-00-00 00:00:00,3,18,26,37,40,42,52,62,73,85,91,109,114,118,123,0,129,0,0,0,0,0,0,0,0,0,0
3935,0,0,31,5873462,-77,266,-66,-66,Li-Lei Yang ist 22 Jahre alt. Er arbeitet derzeit Vollzeit als Kassierer im lokalen Supermarkt.,"Li-Lei Yang ist 64 Jahre alt. Er arbeitet derzeit Vollzeit als Verwaltungsangestellter in einer großen Firma. Durch die aktuelle Lage arbeitet er zurzeit im Home Office. Li-Lei fand vor drei Wochen heraus, dass er sich mit COVID-19 infiziert hat. Li-Lei ließ sich in der letzten Woche zweimal auf COVID-19 testen. Beide Tests fielen negativ aus.",Li-Ming Yang ist 22 Jahre alt. Sie arbeitet derzeit Vollzeit als Krankenpflegerin im städtischen Krankenhaus.,"Li-Ming Yang ist 22 Jahre alt. Sie arbeitet derzeit Vollzeit als Krankenpflegerin im städtischen Krankenhaus. Li-Ming fand vor drei Wochen heraus, dass sie sich mit COVID-19 infiziert hat. Li-Ming ließ sich in der letzten Woche zweimal auf COVID-19 testen. Beide Tests fielen negativ aus.",-66,db29db087daf084d6fd0592802e93859,1,56,10,3,-99,0,0,0,0,0,0,0,0,-99,1,1,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,4,4,4,4,4,4,1,1,1,1,1,1,4,4,4,4,4,4,1,1,1,4,0,1,1,0,1,1,1,1,0,4,2,3,4,6,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.93 Safari/537.36",https://mingle.respondi.com/,0,19,90.0.4430.93,58,0,-99,-99,0,0,0,-99,-99,-66,-66,2,"2,4,7,11,12",0,"5,873,422,587,342,450,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",1,0,0,-77,-77,8be8c78c79b9d34bab9384edab168258,1,0,1620299591,5/6/2021 11:13,5/6/2021 11:17,0000-00-00 00:00:00,6,23,35,41,46,49,98,140,157,182,200,227,238,242,254,261,266,0,0,0,0,0,0,0,0,0,0
3936,0,0,31,5873462,-77,236,-66,-66,"Li-Lei Yang ist 64 Jahre alt. Er arbeitet derzeit Vollzeit als Kassierer im lokalen Supermarkt. Li-Lei fand vor drei Wochen heraus, dass er sich mit COVID-19 infiziert hat. Li-Lei ließ sich in der letzten Woche zweimal auf COVID-19 testen. Beide Tests fielen negativ aus.",Maximilian Müller ist 22 Jahre alt. Er arbeitet derzeit Vollzeit als Kassierer im lokalen Supermarkt.,"Omar Ceylan ist 22 Jahre alt. Er arbeitet derzeit Vollzeit als Verwaltungsangestellter in einer großen Firma. Durch die aktuelle Lage arbeitet er zurzeit im Home Office. Omar fand vor drei Wochen heraus, dass er sich mit COVID-19 infiziert hat. Omar ließ sich in der letzten Woche zweimal auf COVID-19 testen. Beide Tests fielen negativ aus.",Li-Lei Yang ist 43 Jahre alt. Er arbeitet derzeit Vollzeit als Kassierer im lokalen Supermarkt.,-66,353fe7bb3fed428eba78f60c47aba162,2,35,2,3,-99,0,0,0,0,0,0,0,0,-99,1,1,0,0,2,0,0,0,0,0,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,0,1,1,1,1,1,0,1,0,3,2,2,-77,5,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.93 Safari/537.36",https://mingle.respondi.com/,0,19,90.0.4430.93,58,0,-99,-99,0,0,0,-99,-99,-66,-66,1,"1,3,7,11,12",0,"587,342,258,734,245,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",0,0,0,-77,-77,f3c396226f3a0ce7207062415bee1bf4,1,0,1620299650,5/6/2021 11:14,5/6/2021 11:18,0000-00-00 00:00:00,3,14,29,38,42,45,92,122,148,163,180,210,225,228,233,0,236,0,0,0,0,0,0,0,0,0,0
3937,0,0,31,5873462,-77,599,-66,-66,"Elif Ceylan ist 43 Jahre alt. Sie arbeitet derzeit Vollzeit als Kassiererin im lokalen Supermarkt. Elif fand vor drei Wochen heraus, dass sie sich mit COVID-19 infiziert hat. Elif ließ sich in der letzten Woche zweimal auf COVID-19 testen. Beide Tests fielen negativ aus.",Li-Ming Yang ist 22 Jahre alt. Sie arbeitet derzeit Vollzeit als Verwaltungsangestellte in einer großen Firma. Durch die aktuelle Lage arbeitet sie zurzeit im Home Office. ,Maximilian Müller ist 22 Jahre alt. Er arbeitet derzeit Vollzeit als Krankenpfleger im städtischen Krankenhaus.,Elif Ceylan ist 43 Jahre alt. Sie arbeitet derzeit Vollzeit als Krankenpflegerin im städtischen Krankenhaus.,"Einer repräsentativen Statistik können Sie entnehmen, dass sich die Mehrheit der Bevölkerung für Programm B entschieden hat. Welches Programm würden Sie wählen?",18049d94e3050fe407cf3b883e4aaee9,2,70,11,3,-99,0,0,1,0,0,0,0,0,-99,0,1,0,0,2,0,1,0,0,0,0,3,4,3,2,3,3,1,3,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,3,3,3,2,1,0,1,1,1,1,0,1,0,4,2,1,-77,9,3,-77,-77,3,1,0,0,1,0,0,1,0,0,0,3,2,-77,5,3,4,4,4,2,2,3,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:88.0) Gecko/20100101 Firefox/88.0,https://mingle.respondi.com/,0,36,88,58,0,-99,-99,0,0,0,-99,-99,-66,-66,1,"1,5,7,11",0,"5873422,5873424,5873492,5873495,5873425,5875766,5873498,5873427,5873428,5873500,5873429,5873430,5873431,5873432,5873433,5873435,5873436,5873437,5873438,5873439,5873440,5873442,5873443,5873444,5873445,5873446,5873452,5873453,5873454,5873455,5873457,5873458,5873462",0,0,0,-77,-77,37e8903a20952fad3e6412eddbbeb366,1,0,1620299676,5/6/2021 11:14,5/6/2021 11:24,0000-00-00 00:00:00,5,37,68,81,118,123,174,217,252,286,309,339,355,362,375,0,382,423,466,0,0,479,521,534,0,549,599
3938,0,0,31,5873462,-77,863,-66,-66,Maximilian Müller ist 22 Jahre alt. Er arbeitet derzeit Vollzeit als Krankenpfleger im städtischen Krankenhaus..,Maximilian Müller ist 64 Jahre alt. Er arbeitet derzeit Vollzeit als Kassierer im lokalen Supermarkt.,Omar Ceylan ist 43 Jahre alt. Er arbeitet derzeit Vollzeit als Kassierer im lokalen Supermarkt.,Elif Ceylan ist 64 Jahre alt. Sie arbeitet derzeit Vollzeit als Verwaltungsangestellte in einer großen Firma. Durch die aktuelle Lage arbeitet sie zurzeit im Home Office. ,"Als Sie mit Ihren Freunden und Ihrer Familie über Ihren bevorstehenden Autokauf sprechen, erfahren Sie, dass die meisten von ihnen sich für Programm B entschieden haben. Welches Programm würden Sie wählen?",384cd89ba970ff4d1e521477022679ab,2,70,13,6,-99,0,0,0,0,0,0,1,0,-99,0,1,0,0,2,0,1,0,0,0,0,1,1,1,1,1,2,1,1,1,1,1,2,1,3,1,1,1,2,1,3,1,1,1,2,2,2,3,2,0,0,0,1,0,1,1,1,0,3,2,2,-77,2,3,-77,-77,2,1,0,1,0,0,0,0,0,1,0,3,1,2,4,4,3,4,4,4,4,3,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:88.0) Gecko/20100101 Firefox/88.0,https://mingle.respondi.com/,0,36,88,58,0,-99,-99,0,0,0,-99,-99,-66,-66,1,"1,5,9,10",0,"5873422,5873424,5873492,5873495,5873425,5875766,5873498,5873427,5873428,5873500,5873429,5873430,5873431,5873432,5873433,5873435,5873436,5873437,5873438,5873439,5873440,5873442,5873443,5873444,5873445,5873446,5873452,5873453,5873454,5873455,5873456,5873457,5873458,5873462",0,1,0,-77,-77,148470209504a576b57673cf45b82733,1,0,1620299727,5/6/2021 11:15,5/6/2021 11:29,0000-00-00 00:00:00,19,38,60,80,92,98,185,227,277,323,352,437,451,455,461,0,469,524,611,0,0,644,717,729,736,803,863
